method,id,"Alter correctness
distance [m]"
uniform,5.0,513.6
uniform,5.0,856.0000000000001
uniform,5.0,428.0
uniform,5.0,770.4000000000001
uniform,5.0,342.4
uniform,5.0,428.0
uniform,5.0,342.4
uniform,5.0,513.6
uniform,5.0,256.79999999999995
uniform,5.0,342.4
uniform,5.0,599.2
uniform,5.0,428.0
uniform,5.0,513.6
uniform,5.0,684.8000000000001
uniform,5.0,599.2
uniform,9.0,513.6
uniform,9.0,599.2
